KE	KEtitle
https://identifiers.org/aop.events/2024	Reduced complex sphingolipids
https://identifiers.org/aop.events/2027	Antagonism, Smoothened receptor
https://identifiers.org/aop.events/2040	Decrease, GLI1/2 target gene expression
https://identifiers.org/aop.events/2042	Ororofacial clefting
https://identifiers.org/aop.events/2043	Decrease, Sonic Hedgehog second messenger production
https://identifiers.org/aop.events/2044	Decrease, Smoothend relocation and activation 
https://identifiers.org/aop.events/1299	Activation, AKT
https://identifiers.org/aop.events/1300	Activation, mTORC1
https://identifiers.org/aop.events/1310	Activation, PI3K
https://identifiers.org/aop.events/1554	Increase Chromosomal Aberrations
https://identifiers.org/aop.events/1985	Increased, Kisspeptin signalling
https://identifiers.org/aop.events/1986	Decreased, Gonadotropins
https://identifiers.org/aop.events/1987	Decreased, Androgen and Progestin 
https://identifiers.org/aop.events/1988	Decreased, Maturation Inducing Steroid Surge by Granulosa cells
https://identifiers.org/aop.events/1989	Impaired, Oocyte maturation and ovulation
https://identifiers.org/aop.events/1990	Increased, Oocyte Atresia
https://identifiers.org/aop.events/1991	Impaired, Reproduction
https://identifiers.org/aop.events/1995	Abnormal lipid metabolism
https://identifiers.org/aop.events/2005	Altered neurotransmission in development
https://identifiers.org/aop.events/2006	Secondary genotoxicity
https://identifiers.org/aop.events/2007	Non-coding RNA expression profile alteration
https://identifiers.org/aop.events/2008	Chronic obstructive pulmonary disease
https://identifiers.org/aop.events/2009	Activation of inflammation pathway
https://identifiers.org/aop.events/2010	Pulmonary inflammation
https://identifiers.org/aop.events/2011	Emphysema
https://identifiers.org/aop.events/2012	Fibroblast proliferation and differentiation
https://identifiers.org/aop.events/2013	Airway remodeling
https://identifiers.org/aop.events/2017	Endoplasmic reticulum stress
https://identifiers.org/aop.events/2018	Insulin resistance
https://identifiers.org/aop.events/2019	Non-alcoholic fatty liver disease
https://identifiers.org/aop.events/2022	Altered function of the brain
https://identifiers.org/aop.events/2023	Inhibition of Ceramide Synthase 
https://identifiers.org/aop.events/2025	Affected folate transporter
https://identifiers.org/aop.events/2026	decreased folate uptake
https://identifiers.org/aop.events/2028	Decrease, GLI1/2 translocation to nucleus 
https://identifiers.org/aop.events/2029	protein-coupled estrogen receptor 1 (GPER) activation
https://identifiers.org/aop.events/2030	Activation, PARP1
https://identifiers.org/aop.events/2031	Releasing, Apoptosis-Inducing Factor (AIF)
https://identifiers.org/aop.events/2032	Viable offspring, decreased
https://identifiers.org/aop.events/2033	Increased sphingolipid-1-phosphate
https://identifiers.org/aop.events/2034	liver dysfunction
https://identifiers.org/aop.events/2036	Activation of metabotropic glutamate receptor
https://identifiers.org/aop.events/2037	Inositol triphosphate receptor activation
https://identifiers.org/aop.events/2038	Activation of calpain signalling
https://identifiers.org/aop.events/2039	Inhibition GABAA receptor
https://identifiers.org/aop.events/2041	Decrease, palatal shelf outgrowth
https://identifiers.org/aop.events/2045	Increase, Alcohol dehydrogenase
https://identifiers.org/aop.events/2046	Increase, Vitellogenin mRNA
https://identifiers.org/aop.events/2047	Delay, Ovarian maturation
https://identifiers.org/aop.events/2048	Increase, Body volume of female adults
https://identifiers.org/aop.events/2049	Increase, sex ratio (F/M)
https://identifiers.org/aop.events/2050	Increase, developmental abnormalities
https://identifiers.org/aop.events/2051	Decrease, Tyrosine
https://identifiers.org/aop.events/2052	Decrease, dopa decarboxylase
https://identifiers.org/aop.events/2053	Increase, Defects in tanning of new cuticle
https://identifiers.org/aop.events/2054	Increase,  impairment of cuticle sclerotization
https://identifiers.org/aop.events/2055	Increase,  pigmentation
https://identifiers.org/aop.events/2056	Increase,  delay in oviposition
https://identifiers.org/aop.events/2057	Decrease,  hatching of egg
https://identifiers.org/aop.events/2058	Decrease, 20-hydroxyecdysone
https://identifiers.org/aop.events/2059	Decrease, knickkopf gene
https://identifiers.org/aop.events/2060	Decrease, Chitin laminar organization
https://identifiers.org/aop.events/2061	Decrease, Prevent chitin degradation by chitinases
https://identifiers.org/aop.events/2062	Weak, Procuticle protection
https://identifiers.org/aop.events/2063	Decrease, New cuticle secretion
https://identifiers.org/aop.events/2064	Increase, Cytosolic calcium
https://identifiers.org/aop.events/2065	Inhibition, Fatty acid oxidation 
https://identifiers.org/aop.events/2066	Altered Signaling Pathways
https://identifiers.org/aop.events/2067	Altered, Nitric Oxide Levels
https://identifiers.org/aop.events/2068	Increase, Endothelial Dysfunction
https://identifiers.org/aop.events/2096	Occurrence, (Micro)vascular dysfunction
https://identifiers.org/aop.events/1998	Activation, Microglia
https://identifiers.org/aop.events/2082	Hypospadias, increased
https://identifiers.org/aop.events/2084	Increase, Cardiac remodelling
https://identifiers.org/aop.events/2085	Alveolar epithelial injury
https://identifiers.org/aop.events/2086	Airway inflammation
https://identifiers.org/aop.events/2087	Increased incidence of respiratory disease
https://identifiers.org/aop.events/2088	Dysfunction of respiratory system
https://identifiers.org/aop.events/2089	Altered Bone Cell Homeostasis
https://identifiers.org/aop.events/2090	Increase, Bone Remodeling
https://identifiers.org/aop.events/2091	Occurrence, Bone Loss
https://identifiers.org/aop.events/2092	Promotion, Ovarian Cancer 
https://identifiers.org/aop.events/2093	Brain thyroid hormone (T4/T3) decreased
https://identifiers.org/aop.events/2094	Abnormal, neuroblast migration
https://identifiers.org/aop.events/2095	Periventricular heterotopia formation
https://identifiers.org/aop.events/2097	Increase, Pro-Inflammatory Mediators
https://identifiers.org/aop.events/2098	Increase, Neural Remodeling
https://identifiers.org/aop.events/2099	hERG channel blockade
https://identifiers.org/aop.events/2100	Inhibition of rapid delayed rectifying potassium current 
https://identifiers.org/aop.events/2104	Decreased, thyroid hormone binding to thyroid hormone receptor
https://identifiers.org/aop.events/2105	Decreased, myelin basic protein expression in oligodendrocytes
https://identifiers.org/aop.events/2106	Impaired, oligodendrocyte maturation
https://identifiers.org/aop.events/2107	Hypomyelination
https://identifiers.org/aop.events/2108	Altered, white brain matter
https://identifiers.org/aop.events/2109	Binding, extracellular matrix protein laminin
https://identifiers.org/aop.events/2110	Disrupted binding, laminin-beta1-integrin receptors with laminin
https://identifiers.org/aop.events/2111	Decreased, neural progenitor cell adhesion to laminin
https://identifiers.org/aop.events/2112	Disturbed, radial glia cell alignment and migration
https://identifiers.org/aop.events/2113	Decreased, radial glia cell density
https://identifiers.org/aop.events/2114	Disturbed, cortical architecture
https://identifiers.org/aop.events/2115	Altered, cholesterol metabolism
https://identifiers.org/aop.events/2116	Decreased, oligodendrocyte differentiation
https://identifiers.org/aop.events/2117	Increase, goblet cell number
https://identifiers.org/aop.events/2118	Succinate dehydrogenase, inhibited
https://identifiers.org/aop.events/130	Depletion, GSH
https://identifiers.org/aop.events/2119	Insulin resistance, increased
https://identifiers.org/aop.events/2120	Superoxide generation, increased
https://identifiers.org/aop.events/2121	decreased, Intellectual Quotient
https://identifiers.org/aop.events/2122	increased, Economic Burden
https://identifiers.org/aop.events/2123	decreased, Bcl-2 expression
https://identifiers.org/aop.events/2124	increased, Bax expression
https://identifiers.org/aop.events/2125	Increased fat mass
https://identifiers.org/aop.events/2126	Estrogen receptor alpha inactivation
https://identifiers.org/aop.events/2127	Increased adipocyte size
https://identifiers.org/aop.events/2128	Increased adipocyte numbers
https://identifiers.org/aop.events/2129	Metabolically unhealthy Obesity
https://identifiers.org/aop.events/2130	increased lipid accumulation
https://identifiers.org/aop.events/2131	Conjugation, Glutathione 
https://identifiers.org/aop.events/2132	Increased pro-inflammatory cytokine expression
