PathwayID	PathwayTitle	Identifier	name	Ensembl	WPNodeIDType	CNVassociated	WPNodeID
WP4905	1q21.1 copy number variation syndrome	ENSG00000121634	GJA8	ENSG00000121634	ensembl	1	ENSG00000121634
WP4905	1q21.1 copy number variation syndrome	ENSG00000183853	KIRREL1	ENSG00000183853	ensembl	1	ENSG00000183853
WP4905	1q21.1 copy number variation syndrome	ENSG00000130396	AFDN	ENSG00000130396	ensembl	1	ENSG00000130396
WP4932	7q11.23 copy number variation syndrome	ENSG00000094631	HDAC6	ENSG00000094631	ensembl	1	ENSG00000094631
WP4222	Phosphodiesterases in neuronal function	ENSG00000138031	ADCY3	ENSG00000138031	ensembl	NA	ENSG00000138031
WP4657	22q11.2 copy number variation syndrome	CHEBI:16176	Ornithine		chebi	1	CHEBI:16176
WP3584, WP4222	MECP2 and associated Rett syndrome, Phosphodiesterases in neuronal function	HMDB0000073	Dopamine		hmdb	NA	HMDB0000073
WP3584	MECP2 and associated Rett syndrome	ENSG00000221869	C/EBP, CEBPD	ENSG00000221869	ensembl	NA	ENSG00000221869
WP4657	22q11.2 copy number variation syndrome	ENSG00000229107	ABHD17AP4	ENSG00000229107	ensembl	1	ENSG00000229107
WP5408	15q25 copy number variation	CHEBI:17562	Cytidine		chebi	1	CHEBI:17562
WP3584	MECP2 and associated Rett syndrome	ENSG00000152192	BRN3	ENSG00000152192	ensembl	NA	ENSG00000152192
WP5346	8p23.1 copy number variation syndrome	ENSG00000164733	CTSB	ENSG00000164733	ensembl	1	ENSG00000164733
WP4657	22q11.2 copy number variation syndrome	WP3310	Mitochondrial translation		wikipathways	1	WP3310
WP3584	MECP2 and associated Rett syndrome	MIMAT0004614	hsa-miR-193a-5p		mirbase.mature	NA	MIMAT0004614
WP3584, WP5402	10q22q23 copy number variation, MECP2 and associated Rett syndrome	ENSG00000108055	SMC3	ENSG00000108055	ensembl	1	ENSG00000108055
WP4875	Disruption of postsynaptic signaling by CNV	5594	ERK2, MAPK, MAPK1, MAPK2	ENSG00000100030	ncbigene	NA	5594
WP4905, WP4932, WP5346	1q21.1 copy number variation syndrome, 7q11.23 copy number variation syndrome, 8p23.1 copy number variation syndrome	ENSG00000168036	B-Catenin, CTNNB1	ENSG00000168036	ensembl	1	ENSG00000168036
WP5408	15q25 copy number variation	ENSG00000114902	SPCS1	ENSG00000114902	ensembl	1	ENSG00000114902
WP4657	22q11.2 copy number variation syndrome	WP411	mRNA Processing, mRNA processing Major splicing pathway		wikipathways	1	WP411
WP4657	22q11.2 copy number variation syndrome	ENSG00000187905	LRRC74B	ENSG00000187905	ensembl	1	ENSG00000187905
WP5399, WP5406	13q12.12 copy number variation, NPHP1 deletion syndrome	ENSG00000128591	FLNC	ENSG00000128591	ensembl	1	ENSG00000128591
WP4657	22q11.2 copy number variation syndrome	ENSG00000159251	ACTC1	ENSG00000159251	ensembl	1	ENSG00000159251
WP5346	8p23.1 copy number variation syndrome	ENSG00000164430	CGAS	ENSG00000164430	ensembl	1	ENSG00000164430
WP5402	10q22q23 copy number variation	ENSG00000154165	GPR15	ENSG00000154165	ensembl	1	ENSG00000154165
WP4932, WP5346	7q11.23 copy number variation syndrome, 8p23.1 copy number variation syndrome	CHEBI:46858	L-tyrosine residue, L-tyrosyl-[protein]		chebi	1	CHEBI:46858
WP5346	8p23.1 copy number variation syndrome	WP4752	Base Excision Repair (BER), Base excision repair		wikipathways	1	WP4752
WP408	Oxidative stress response	4784	NFIX	ENSG00000008441	ncbigene	NA	4784
WP3584	MECP2 and associated Rett syndrome	HMDB0001389	Melatonin		hmdb	NA	HMDB0001389
WP4657	22q11.2 copy number variation syndrome	ENSG00000185838	GNB1L	ENSG00000185838	ensembl	1	ENSG00000185838
WP5402	10q22q23 copy number variation	ENSG00000132170	PPARG, PPARγ	ENSG00000132170	ensembl	1	ENSG00000132170
WP4222, WP4942, WP5407	15q11q13 copy number variation, 15q13.3 copy number variation syndrome, Phosphodiesterases in neuronal function	ENSG00000175344	CHRNA7	ENSG00000175344	ensembl	1	ENSG00000175344
WP4657	22q11.2 copy number variation syndrome	ENSG00000215544	BCRP7	ENSG00000215544	ensembl	1	ENSG00000215544
WP5407	15q11q13 copy number variation	ENSG00000198835	GJC2	ENSG00000198835	ensembl	1	ENSG00000198835
WP4942, WP5407	15q11q13 copy number variation, 15q13.3 copy number variation syndrome	ENSG00000005339	CBP, CREBBP	ENSG00000005339	ensembl	1	ENSG00000005339
WP5346	8p23.1 copy number variation syndrome	ENSG00000121552	CSTA	ENSG00000121552	ensembl	1	ENSG00000121552
WP4905	1q21.1 copy number variation syndrome	ENSG00000286172	RNVU1-8	ENSG00000286172	ensembl	1	ENSG00000286172
WP5406	13q12.12 copy number variation	ENSG00000067560	RHOA, RhoA	ENSG00000067560	ensembl	1	ENSG00000067560
WP5412	8q11.23 (RB1CC1) copy number variation	ENSG00000085978	ATG16L, ATG16L1	ENSG00000085978	ensembl	1	ENSG00000085978
WP5402	10q22q23 copy number variation	ENSG00000112981	NME5	ENSG00000112981	ensembl	1	ENSG00000112981
WP408	Oxidative stress response	6648	SOD2	ENSG00000291237	ncbigene	NA	6648
WP4222	Phosphodiesterases in neuronal function	ENSG00000128655	PDE11A	ENSG00000128655	ensembl	NA	ENSG00000128655
WP4657	22q11.2 copy number variation syndrome	MIRT437986	hsa-miR-9-5p		mirbase.mature	1	MIRT437986
WP5406	13q12.12 copy number variation	ENSG00000136238	RAC1	ENSG00000136238	ensembl	1	ENSG00000136238
WP3584	MECP2 and associated Rett syndrome	WP3585	Cytosine methylation		wikipathways	NA	WP3585
WP5402	10q22q23 copy number variation	ENSG00000122376	SHLD2	ENSG00000122376	ensembl	1	ENSG00000122376
WP4657	22q11.2 copy number variation syndrome	MIMAT0000455	hsa-miR-185		mirbase.mature	1	MIMAT0000455
WP5408	15q25 copy number variation	ENSG00000263643	MIR4515	ENSG00000263643	ensembl	1	ENSG00000263643
WP3584	MECP2 and associated Rett syndrome	MIMAT0000691	hsa-miR-130b-3p		mirbase.mature	NA	MIMAT0000691
WP4932	7q11.23 copy number variation syndrome	PF03505	Clostridium enterotoxin		pfam	1	PF03505
WP4657	22q11.2 copy number variation syndrome	ENSG00000169704	CD42, GP9	ENSG00000169704	ensembl	1	ENSG00000169704
WP4905	1q21.1 copy number variation syndrome	CHEBI:7794	phosphate monoesters		chebi	1	CHEBI:7794
WP4906, WP5402	10q22q23 copy number variation, 3q29 copy number variation syndrome	ENSG00000137845	ADAM10	ENSG00000137845	ensembl	1	ENSG00000137845
WP4932	7q11.23 copy number variation syndrome	ENSG00000106683	LIMK, LIMK1	ENSG00000106683	ensembl	1	ENSG00000106683
WP5346	8p23.1 copy number variation syndrome	ENSG00000104643	MTMR9	ENSG00000104643	ensembl	1	ENSG00000104643
WP4657	22q11.2 copy number variation syndrome	CHEBI:89633	DL-Metanephrine, Metanephrine		chebi	1	CHEBI:89633
WP4222, WP4932	7q11.23 copy number variation syndrome, Phosphodiesterases in neuronal function	ENSG00000185532	PRKG1	ENSG00000185532	ensembl	1	ENSG00000185532
WP4932	7q11.23 copy number variation syndrome	ENSG00000075399	VPS9D1	ENSG00000075399	ensembl	1	ENSG00000075399
WP3584, WP4932	7q11.23 copy number variation syndrome, MECP2 and associated Rett syndrome	CHEBI:16865	GABA, GABA [extracellular region], γ-aminobutyric acid		chebi	1	CHEBI:16865
WP5408	15q25 copy number variation	CHEBI:456215	AMP		chebi	1	CHEBI:456215
WP3584	MECP2 and associated Rett syndrome	ENSG00000140443	IGF-1, IGF1R, IGF1rec, Insulin-like growth factor 1 receptor	ENSG00000140443	ensembl	NA	ENSG00000140443
WP4657	22q11.2 copy number variation syndrome	ENSG00000164107	HAND2, Hand2	ENSG00000164107	ensembl	1	ENSG00000164107
WP4657	22q11.2 copy number variation syndrome	ENSG00000161671	EMC10	ENSG00000161671	ensembl	1	ENSG00000161671
WP3584	MECP2 and associated Rett syndrome	HMDB0000123	Glycine, glycine		hmdb	NA	HMDB0000123
WP4657	22q11.2 copy number variation syndrome	ENSG00000231086	TSSK1A	ENSG00000231086	ensembl	1	ENSG00000231086
WP4222	Phosphodiesterases in neuronal function	ENSG00000138735	PDE5, PDE5A	ENSG00000138735	ensembl	NA	ENSG00000138735
WP5346	8p23.1 copy number variation syndrome	CHEBI:175763	2 (2E,6E)-farnesyl diphosphate, Farnesyl-PP, famesyl-PP		chebi	1	CHEBI:175763
WP4222	Phosphodiesterases in neuronal function	ENSG00000205268	PDE7A	ENSG00000205268	ensembl	NA	ENSG00000205268
WP4222	Phosphodiesterases in neuronal function	ENSG00000164116	GUCY1A1, GUCY1A3	ENSG00000164116	ensembl	NA	ENSG00000164116
WP4932	7q11.23 copy number variation syndrome	ENSG00000154518	ATP5MC3	ENSG00000154518	ensembl	1	ENSG00000154518
WP5406	13q12.12 copy number variation	ENSG00000101400	SNTA1	ENSG00000101400	ensembl	1	ENSG00000101400
WP3584	MECP2 and associated Rett syndrome	ENSG00000169045	HNRNPH1	ENSG00000169045	ensembl	NA	ENSG00000169045
WP4222	Phosphodiesterases in neuronal function	ENSG00000128271	ADORA2A	ENSG00000128271	ensembl	NA	ENSG00000128271
WP3584	MECP2 and associated Rett syndrome	MIMAT0000449	hsa-miR-146a-5p		mirbase.mature	NA	MIMAT0000449
WP5407	15q11q13 copy number variation	ENSG00000140525	FANCI	ENSG00000140525	ensembl	1	ENSG00000140525
WP5407	15q11q13 copy number variation	Q8WV22	NSMCE1	ENSG00000169189	uniprot	1	Q8WV22
WP5402	10q22q23 copy number variation	ENSG00000148604	RGR	ENSG00000148604	ensembl	1	ENSG00000148604
WP4906	3q29 copy number variation syndrome	ENSG00000078725	BRINP1	ENSG00000078725	ensembl	1	ENSG00000078725
WP4657	22q11.2 copy number variation syndrome	ENSG00000099942	CRKL	ENSG00000099942	ensembl	1	ENSG00000099942
WP4657	22q11.2 copy number variation syndrome	ENSG00000090539	CHRD	ENSG00000090539	ensembl	1	ENSG00000090539
WP3584, WP4222	MECP2 and associated Rett syndrome, Phosphodiesterases in neuronal function	ENSG00000118260	CREB, CREB1	ENSG00000118260	ensembl	NA	ENSG00000118260
WP4905	1q21.1 copy number variation syndrome	WP1980	Base Excision Repair, Nucleotide excision  repair		wikipathways	1	WP1980
WP5346	8p23.1 copy number variation syndrome	ENSG00000103126	AXIN1	ENSG00000103126	ensembl	1	ENSG00000103126
WP5407	15q11q13 copy number variation	ENSG00000187098	MITF	ENSG00000187098	ensembl	1	ENSG00000187098
WP5407	15q11q13 copy number variation	ENSG00000173039	NF-kappaB p65, NFKB3, RELA, p65	ENSG00000173039	ensembl	1	ENSG00000173039
WP4906	3q29 copy number variation syndrome	ENSG00000177889	UBC13, UBE2N	ENSG00000177889	ensembl	1	ENSG00000177889
WP4932	7q11.23 copy number variation syndrome	ENSG00000170142	UBE2E1	ENSG00000170142	ensembl	1	ENSG00000170142
WP3584	MECP2 and associated Rett syndrome	ENSG00000172845	SP3	ENSG00000172845	ensembl	NA	ENSG00000172845
WP4222	Phosphodiesterases in neuronal function	HMDB0000058	Cyclic AMP, Cyclic AMP (cAMP), IP-activated  cAMP, cAMP		hmdb	NA	HMDB0000058
WP4657	22q11.2 copy number variation syndrome	ENSG00000185345	PRKN	ENSG00000185345	ensembl	1	ENSG00000185345
WP5408	15q25 copy number variation	ENSG00000138798	EGF	ENSG00000138798	ensembl	1	ENSG00000138798
WP4932	7q11.23 copy number variation syndrome	O00159	MYO1C	ENSG00000197879	uniprot	1	O00159
WP4905	1q21.1 copy number variation syndrome	ENSG00000131781	FMO5	ENSG00000131781	ensembl	1	ENSG00000131781
WP4906	3q29 copy number variation syndrome	ENSG00000119333	DYNC2I2, WDR34	ENSG00000119333	ensembl	1	ENSG00000119333
WP3584, WP5398	MECP2 and associated Rett syndrome, NRXN1 deletion syndrome	ENSG00000152578	GRIA4	ENSG00000152578	ensembl	1	ENSG00000152578
WP4222	Phosphodiesterases in neuronal function	ENSG00000129467	ADCY4	ENSG00000129467	ensembl	NA	ENSG00000129467
WP4932, WP4942	15q13.3 copy number variation syndrome, 7q11.23 copy number variation syndrome	CHEBI:15355	ACh, AcCho, Acetylcholine, O-acetylcholine [clathrin-sculpted acetylcholine transport vesicle lumen]		chebi	1	CHEBI:15355
WP4222	Phosphodiesterases in neuronal function	CHEBI:37565	GTP, GTP(4 - )		chebi	NA	CHEBI:37565
WP408	Oxidative stress response	4128	MAOA	ENSG00000189221	ncbigene	NA	4128
WP4905	1q21.1 copy number variation syndrome	CHEBI:75757	1-(9Z-octadecenoyl)-sn-glycerol		chebi	1	CHEBI:75757
WP5402	10q22q23 copy number variation	ENSG00000125845	BMP1, BMP2	ENSG00000125845	ensembl	1	ENSG00000125845
WP5346	8p23.1 copy number variation syndrome	ENSG00000163623	NKX6-1	ENSG00000163623	ensembl	1	ENSG00000163623
WP4906	3q29 copy number variation syndrome	ENSG00000096717	NAD-dependent protein deacetylase sirtuin-1, SIRT1	ENSG00000096717	ensembl	1	ENSG00000096717
WP4906	3q29 copy number variation syndrome	ENSG00000117461	PIK3R3, p55-y	ENSG00000117461	ensembl	1	ENSG00000117461
WP4657	22q11.2 copy number variation syndrome	MI0017402	hsa-mir-4761	ENSG00000284031	mirbase	1	MI0017402
WP4657	22q11.2 copy number variation syndrome	ENSG00000100084	HIRA	ENSG00000100084	ensembl	1	ENSG00000100084
WP4657, WP4905	1q21.1 copy number variation syndrome, 22q11.2 copy number variation syndrome	WP1591	Heart development		wikipathways	1	WP1591
WP4942	15q13.3 copy number variation syndrome	ENSG00000259890	DNM1P50	ENSG00000259890	ensembl	1	ENSG00000259890
WP4932	7q11.23 copy number variation syndrome	ENSG00000155975	VPS37A	ENSG00000155975	ensembl	1	ENSG00000155975
WP4657	22q11.2 copy number variation syndrome	P51449	RORC	ENSG00000143365	uniprot	1	P51449
WP5406	13q12.12 copy number variation	ENSG00000127863	TNFRSF19	ENSG00000127863	ensembl	1	ENSG00000127863
WP5346, WP5399	8p23.1 copy number variation syndrome, NPHP1 deletion syndrome	ENSG00000100030	ERK, ERK 1/2, ERK1/2, ERK2, MAPK, MAPK/ERK, MAPK/Erk, MAPK1, p38	ENSG00000100030	ensembl	1	ENSG00000100030
WP4942	15q13.3 copy number variation syndrome	Q1159221	Alpha-Bungarotoxin		wikidata	1	Q1159221
WP4657	22q11.2 copy number variation syndrome	ENSG00000183773	AIFM3	ENSG00000183773	ensembl	1	ENSG00000183773
WP4932	7q11.23 copy number variation syndrome	ENSG00000132646	PCNA	ENSG00000132646	ensembl	1	ENSG00000132646
WP4932	7q11.23 copy number variation syndrome	ENSG00000177885	GRB2	ENSG00000177885	ensembl	1	ENSG00000177885
WP4932, WP5346, WP5399	7q11.23 copy number variation syndrome, 8p23.1 copy number variation syndrome, NPHP1 deletion syndrome	ENSG00000102882	ERK, ERK1, MAPK3	ENSG00000102882	ensembl	1	ENSG00000102882
WP4940	15q11.2 copy number variation syndrome	ENSG00000126216	TUBGCP3	ENSG00000126216	ensembl	1	ENSG00000126216
WP4906	3q29 copy number variation syndrome	ENSG00000163964	PIGX	ENSG00000163964	ensembl	1	ENSG00000163964
WP4905	1q21.1 copy number variation syndrome	ENSG00000265107	GJA5	ENSG00000265107	ensembl	1	ENSG00000265107
WP5402	10q22q23 copy number variation	ENSG00000245848	C/EBPα, CEBPA	ENSG00000245848	ensembl	1	ENSG00000245848
WP4932	7q11.23 copy number variation syndrome	ENSG00000252538	RNU6-1070P	ENSG00000252538	ensembl	1	ENSG00000252538
WP4942, WP5407	15q11q13 copy number variation, 15q13.3 copy number variation syndrome	ENSG00000178115	GOLGA8Q	ENSG00000178115	ensembl	1	ENSG00000178115
WP5346	8p23.1 copy number variation syndrome	ENSG00000117984	CTSD	ENSG00000117984	ensembl	1	ENSG00000117984
WP4657	22q11.2 copy number variation syndrome	MIMAT0003319	hsa-mir-649		mirbase.mature	1	MIMAT0003319
WP5346	8p23.1 copy number variation syndrome	ENSG00000205883	DEFB135	ENSG00000205883	ensembl	1	ENSG00000205883
WP4932	7q11.23 copy number variation syndrome	CHEBI:28790	5HT, 5HT [clathrin-sculpted monoamine transport vesicle lumen], 5HT [extracellular region], Serotonin		chebi	1	CHEBI:28790
WP5405	13q12 or CRYL1 copy number variation	CHEBI:13115	L-gulonate		chebi	1	CHEBI:13115
WP5402	10q22q23 copy number variation	CHEBI:43474	HPO4 2-, Phosphate, Pi		chebi	1	CHEBI:43474
WP4932, WP5412	7q11.23 copy number variation syndrome, 8q11.23 (RB1CC1) copy number variation	ENSG00000177169	ULK1	ENSG00000177169	ensembl	1	ENSG00000177169
WP5412	8q11.23 (RB1CC1) copy number variation	ENSG00000023287	FIP200, RB1CC1	ENSG00000023287	ensembl	1	ENSG00000023287
WP5346	8p23.1 copy number variation syndrome	Q27132250	XAV939		wikidata	1	Q27132250
WP4657	22q11.2 copy number variation syndrome	ENSG00000100033	PRODH	ENSG00000100033	ensembl	1	ENSG00000100033
WP3584	MECP2 and associated Rett syndrome	MIMAT0000429	hsa-miR-137		mirbase.mature	NA	MIMAT0000429
WP4657	22q11.2 copy number variation syndrome	CHEBI:26271	Pro, Proline		chebi	1	CHEBI:26271
WP4875, WP5398	Disruption of postsynaptic signaling by CNV, NRXN1 deletion syndrome	ENSG00000196338	NLGN3	ENSG00000196338	ensembl	1	ENSG00000196338
WP4932	7q11.23 copy number variation syndrome	ENSG00000220205	VAMP2	ENSG00000220205	ensembl	1	ENSG00000220205
WP5402	10q22q23 copy number variation	ENSG00000229404	LINC00858	ENSG00000229404	ensembl	1	ENSG00000229404
WP5408	15q25 copy number variation	ENSG00000159082	SYNJ1	ENSG00000159082	ensembl	1	ENSG00000159082
WP408	Oxidative stress response	25828	TXN2	ENSG00000100348	ncbigene	NA	25828
WP4906	3q29 copy number variation syndrome	WP4536	Genes related to primary cilium development, Primary Cilia, Primary cilium development		wikipathways	1	WP4536
WP4657	22q11.2 copy number variation syndrome	ENSG00000108061	SHOC2	ENSG00000108061	ensembl	1	ENSG00000108061
WP4657	22q11.2 copy number variation syndrome	ENSG00000114388	NPRL2	ENSG00000114388	ensembl	1	ENSG00000114388
WP4222	Phosphodiesterases in neuronal function	ENSG00000184845	DRD1	ENSG00000184845	ensembl	NA	ENSG00000184845
WP5408	15q25 copy number variation	WP4424	G alpha (q) signaling events		wikipathways	1	WP4424
WP408	Oxidative stress response	5602	MAPK10	ENSG00000109339	ncbigene	NA	5602
WP5346, WP5405	13q12 or CRYL1 copy number variation , 8p23.1 copy number variation syndrome	CHEBI:15846	NAD, NAD+, NADH		chebi	1	CHEBI:15846
WP3584, WP5402	10q22q23 copy number variation, MECP2 and associated Rett syndrome	WP382	ERK1/2, MAP kinase activity, MAPK, MAPK Signaling, MAPK Signaling Pathway, MAPK Signaling pathway, MAPK pathway, MAPK signaling, MAPK signaling  pathway, MAPK signaling pathway, PI3K/MAPK pathway		wikipathways	1	WP382
WP4657	22q11.2 copy number variation syndrome	ENSG00000213639	MLCP, PPP1CB	ENSG00000213639	ensembl	1	ENSG00000213639
WP5402	10q22q23 copy number variation	ENSG00000172426	RSPH9	ENSG00000172426	ensembl	1	ENSG00000172426
WP408	Oxidative stress response	3726	JUN, JUNB	ENSG00000171223	ncbigene	NA	3726
WP4932	7q11.23 copy number variation syndrome	ENSG00000263001	GTF2I	ENSG00000263001	ensembl	1	ENSG00000263001
WP408	Oxidative stress response	2729	GCLC	ENSG00000001084	ncbigene	NA	2729
WP4657	22q11.2 copy number variation syndrome	ENSG00000146648	EGFR, ErbB-1	ENSG00000146648	ensembl	1	ENSG00000146648
WP5402	10q22q23 copy number variation	ENSG00000165678	GHITM	ENSG00000165678	ensembl	1	ENSG00000165678
WP4222	Phosphodiesterases in neuronal function	ENSG00000133256	PDE6B	ENSG00000133256	ensembl	NA	ENSG00000133256
WP3584	MECP2 and associated Rett syndrome	ENSG00000006377	DLX6	ENSG00000006377	ensembl	NA	ENSG00000006377
WP4942, WP5407	15q11q13 copy number variation, 15q13.3 copy number variation syndrome	ENSG00000114166	KAT2B, PCAF	ENSG00000114166	ensembl	1	ENSG00000114166
WP4657, WP4932	22q11.2 copy number variation syndrome, 7q11.23 copy number variation syndrome	WP78	Citrate cycle, Citrate cycle (TCA cycle), Citric acid cycle, Cytric acid cycle (Krebs cycle), Kreb's Cycle, OXPHOS  pathway, TCA (Krebs) cycle, TCA (Krebs)cycle, TCA Cycle, TCA cycle, Tricarboxylic acid cycle, citrate cycle		wikipathways	1	WP78
WP5406	13q12.12 copy number variation	ENSG00000123096	SSPN	ENSG00000123096	ensembl	1	ENSG00000123096
WP3584	MECP2 and associated Rett syndrome	MIMAT0001639	hsa-miR-409-3p		mirbase.mature	NA	MIMAT0001639
WP5402	10q22q23 copy number variation	ENSG00000170788	DYDC1	ENSG00000170788	ensembl	1	ENSG00000170788
WP5406	13q12.12 copy number variation	ENSG00000027001	MIPEP	ENSG00000027001	ensembl	1	ENSG00000027001
WP4657	22q11.2 copy number variation syndrome	CHEBI:1582	3-MT, 3-Methoxytyramine		chebi	1	CHEBI:1582
WP4942	15q13.3 copy number variation syndrome	ENSG00000103832	GOLGA8UP	ENSG00000103832	ensembl	1	ENSG00000103832
WP4932	7q11.23 copy number variation syndrome	P16104	Gamma H2AX, H2AX, Histone H2AX	ENSG00000188486	uniprot	1	P16104
WP5346	8p23.1 copy number variation syndrome	ENSG00000072694	FCGR2B	ENSG00000072694	ensembl	1	ENSG00000072694
WP4657	22q11.2 copy number variation syndrome	ENSG00000159423	ALDH4A1	ENSG00000159423	ensembl	1	ENSG00000159423
WP5398	NRXN1 deletion syndrome	ENSG00000116032	GRIN3B	ENSG00000116032	ensembl	1	ENSG00000116032
WP4657	22q11.2 copy number variation syndrome	ENSG00000206203	TSSK2	ENSG00000206203	ensembl	1	ENSG00000206203
WP3584	MECP2 and associated Rett syndrome	ENSG00000075388	FGF4	ENSG00000075388	ensembl	NA	ENSG00000075388
WP3584	MECP2 and associated Rett syndrome	ENSG00000118515	SGK1	ENSG00000118515	ensembl	NA	ENSG00000118515
WP3584	MECP2 and associated Rett syndrome	ENSG00000176697	BDNF, mBDNF, proBDNF	ENSG00000176697	ensembl	NA	ENSG00000176697
WP4942, WP5407	15q11q13 copy number variation, 15q13.3 copy number variation syndrome	ENSG00000186399	GOLGA8R	ENSG00000186399	ensembl	1	ENSG00000186399
WP5408	15q25 copy number variation	Q13367	AP3B2	ENSG00000103723	uniprot	1	Q13367
WP4932	7q11.23 copy number variation syndrome	ENSG00000074319	TSG101	ENSG00000074319	ensembl	1	ENSG00000074319
WP5408	15q25 copy number variation	ENSG00000259511	UBE2Q2L	ENSG00000259511	ensembl	1	ENSG00000259511
WP4905	1q21.1 copy number variation syndrome	ENSG00000106617	PRKAG2	ENSG00000106617	ensembl	1	ENSG00000106617
WP5346	8p23.1 copy number variation syndrome	ENSG00000255394	C8orf49	ENSG00000255394	ensembl	1	ENSG00000255394
WP4657	22q11.2 copy number variation syndrome	CPX-6226	GATOR1 complex		complexportal	1	CPX-6226
WP3584, WP5402	10q22q23 copy number variation, MECP2 and associated Rett syndrome	ENSG00000182771	GRID1	ENSG00000182771	ensembl	1	ENSG00000182771
WP5402	10q22q23 copy number variation	ENSG00000187726	DNAJB13	ENSG00000187726	ensembl	1	ENSG00000187726
WP408	Oxidative stress response	3162	HMOX1, HO-1	ENSG00000100292	ncbigene	NA	3162
WP4657	22q11.2 copy number variation syndrome	ENSG00000239511	POM121L7P	ENSG00000239511	ensembl	1	ENSG00000239511
WP4932	7q11.23 copy number variation syndrome	ENSG00000119689	DLST	ENSG00000119689	ensembl	1	ENSG00000119689
WP408	Oxidative stress response	6667	SP1	ENSG00000185591	ncbigene	NA	6667
WP5407	15q11q13 copy number variation	ENSG00000179938	GOLGA8J	ENSG00000179938	ensembl	1	ENSG00000179938
WP4906, WP4932	3q29 copy number variation syndrome, 7q11.23 copy number variation syndrome	ENSG00000136997	C-MYC, MYC, c-MYC, c-Myc	ENSG00000136997	ensembl	1	ENSG00000136997
WP5406	13q12.12 copy number variation	ENSG00000240654	C1QTNF9	ENSG00000240654	ensembl	1	ENSG00000240654
WP4657	22q11.2 copy number variation syndrome	ENSG00000187553	CYP26C1	ENSG00000187553	ensembl	1	ENSG00000187553
WP4875	Disruption of postsynaptic signaling by CNV	ENSG00000170027	YWHAG	ENSG00000170027	ensembl	NA	ENSG00000170027
WP4905	1q21.1 copy number variation syndrome	ENSG00000236806	RPL7AP15	ENSG00000236806	ensembl	1	ENSG00000236806
WP408	Oxidative stress response	ENSG00000116044	NFE2L2	ENSG00000116044	ensembl	NA	ENSG00000116044
WP4657	22q11.2 copy number variation syndrome	ENSG00000237517	DGCR5, LINC00037	ENSG00000237517	ensembl	1	ENSG00000237517
WP5402	10q22q23 copy number variation	ENSG00000089163	SIRT4	ENSG00000089163	ensembl	1	ENSG00000089163
WP4657	22q11.2 copy number variation syndrome	ENSG00000278637	HIST1H4A	ENSG00000278637	ensembl	1	ENSG00000278637
WP4222	Phosphodiesterases in neuronal function	CHEBI:104872	Rolipram		chebi	NA	CHEBI:104872
WP4657	22q11.2 copy number variation syndrome	CHEBI:8863	Riluzole		chebi	1	CHEBI:8863
WP408	Oxidative stress response	2353	C-FOS, FOS, PIM1, RELA	ENSG00000170345	ncbigene	NA	2353
WP5346	8p23.1 copy number variation syndrome	ENSG00000136869	TLR4	ENSG00000136869	ensembl	1	ENSG00000136869
WP4905	1q21.1 copy number variation syndrome	ENSG00000115592	PRKAG3	ENSG00000115592	ensembl	1	ENSG00000115592
WP5407	15q11q13 copy number variation	IPR004000	ACTIN, F-actin		interpro	1	IPR004000
WP5406	13q12.12 copy number variation	ENSG00000181092	ADIPOQ, Adiponectin	ENSG00000181092	ensembl	1	ENSG00000181092
WP4657	22q11.2 copy number variation syndrome	ENSG00000100387	RBX1	ENSG00000100387	ensembl	1	ENSG00000100387
WP4906	3q29 copy number variation syndrome	ENSG00000239122	RNU2-11P	ENSG00000239122	ensembl	1	ENSG00000239122
WP5402	10q22q23 copy number variation	CHEBI:29103	K+, Potassium, potassium		chebi	1	CHEBI:29103
WP4657	22q11.2 copy number variation syndrome	HMDB0000214	Ornithine		hmdb	1	HMDB0000214
WP408	Oxidative stress response	2953	GSTT2	ENSG00000099984	ncbigene	NA	2953
WP5408	15q25 copy number variation	ENSG00000177082	WDR73	ENSG00000177082	ensembl	1	ENSG00000177082
WP4875	Disruption of postsynaptic signaling by CNV	ENSG00000150672	DLG2	ENSG00000150672	ensembl	NA	ENSG00000150672
WP4222	Phosphodiesterases in neuronal function	WP5294	Sildenafil treatment		wikipathways	NA	WP5294
WP4657	22q11.2 copy number variation syndrome	ENSG00000255156	RNY1P9	ENSG00000255156	ensembl	1	ENSG00000255156
WP5346	8p23.1 copy number variation syndrome	ENSG00000137497	NUMA1	ENSG00000137497	ensembl	1	ENSG00000137497
WP4932	7q11.23 copy number variation syndrome	ENSG00000155974	GRIP1	ENSG00000155974	ensembl	1	ENSG00000155974
WP5402	10q22q23 copy number variation	ENSG00000178217	SH2D4B	ENSG00000178217	ensembl	1	ENSG00000178217
WP4657	22q11.2 copy number variation syndrome	ENSG00000099910	KLHL22	ENSG00000099910	ensembl	1	ENSG00000099910
WP5406	13q12.12 copy number variation	ENSG00000205863	C1QTNF9B	ENSG00000205863	ensembl	1	ENSG00000205863
WP3584, WP4222, WP4875, WP5398	Disruption of postsynaptic signaling by CNV, MECP2 and associated Rett syndrome, NRXN1 deletion syndrome, Phosphodiesterases in neuronal function	ENSG00000176884	GRIN1, NMDAR	ENSG00000176884	ensembl	1	ENSG00000176884
