Ensembl	KEid	KE_title	AOid	AO_title	AOPid	AOP_title
ENSG00000006451	https://identifiers.org/aop.events/1881	Decreased, all-trans retinoic acid (atRA) concentration	https://identifiers.org/aop.events/1970; https://identifiers.org/aop.events/406	impaired, Fertility; transposition of the great arteries	https://identifiers.org/aop/398; https://identifiers.org/aop/436	Inhibition of ALDH1A (RALDH) leading to impaired fertility via disrupted meiotic initiation of fetal oogonia of the ovary; Inhibition of RALDH2 causes reduced all-trans retinoic acid levels, leading to transposition of the great arteries
ENSG00000007171	https://identifiers.org/aop.events/1822; https://identifiers.org/aop.events/1908; https://identifiers.org/aop.events/1707; https://identifiers.org/aop.events/2067; https://identifiers.org/aop.events/934	Maturation of TNF/iNOS-Producing Dendritic Cells; Cilia Beat Frequency, Decreased; Increase, IL-23 from matured dendritic cells; Altered, Nitric Oxide Levels; KE3 : Decrease, Tetrahydrobiopterin	https://identifiers.org/aop.events/1709; https://identifiers.org/aop.events/1250; https://identifiers.org/aop.events/1709; https://identifiers.org/aop.events/2069; https://identifiers.org/aop.events/952	Psoriatic skin disease; Decrease, Lung function; Psoriatic skin disease; Occurrence, Vascular Remodeling; Hypertension	https://identifiers.org/aop/313; https://identifiers.org/aop/411; https://identifiers.org/aop/424; https://identifiers.org/aop/425; https://identifiers.org/aop/313; https://identifiers.org/aop/470; https://identifiers.org/aop/149	Stimulation of TLR7/8 in dendric cells leading to Psoriatic skin disease; Oxidative Stress Leading to Decreased Lung Function via Decreased FOXJ1; Oxidative stress Leading to Decreased Lung Function ; Oxidative stress Leading to Decreased Lung Function via CFTR dysfunction; Stimulation of TLR7/8 in dendric cells leading to Psoriatic skin disease; Deposition of energy leads to vascular remodeling; Peptide Oxidation Leading to Hypertension
ENSG00000010278	https://identifiers.org/aop.events/709	Increase, Cytotoxicity (renal tubular cell)	https://identifiers.org/aop.events/713; https://identifiers.org/aop.events/814	Increase, Adenomas/carcinomas (renal tubular); Occurrence, Kidney toxicity	https://identifiers.org/aop/105; https://identifiers.org/aop/256; https://identifiers.org/aop/257; https://identifiers.org/aop/258; https://identifiers.org/aop/437	Alpha2u-microglobulin cytotoxicity leading to renal tubular adenomas and carcinomas (in male rat); Inhibition of mitochondrial DNA polymerase gamma leading to kidney toxicity; Inhibition of mitochondrial electron transport chain (ETC) complexes leading to kidney toxicity; Receptor mediated endocytosis and lysosomal overload leading to kidney toxicity; Renal protein alkylation leading to kidney toxicity
ENSG00000010610	https://identifiers.org/aop.events/1711; https://identifiers.org/aop.events/1702; https://identifiers.org/aop.events/1708; https://identifiers.org/aop.events/1709	Induction of GATA3 expression; Suppression of  T cell activation; Th17 cell migration and inflammation induction; Psoriatic skin disease	https://identifiers.org/aop.events/1714; https://identifiers.org/aop.events/984; https://identifiers.org/aop.events/1709; https://identifiers.org/aop.events/1843; https://identifiers.org/aop.events/351; https://identifiers.org/aop.events/1709	Exacerbation of systemic lupus erythematosus (SLE); Impairment, T-cell dependent antibody response; Increased Mortality; Multi Organ Failure involving Acute Respiratory Distress Syndrome; Psoriatic skin disease; Psoriatic skin disease	https://identifiers.org/aop/314; https://identifiers.org/aop/277; https://identifiers.org/aop/313; https://identifiers.org/aop/377; https://identifiers.org/aop/313	Binding to estrogen receptor (ER)-α in immune cells leading to exacerbation of systemic lupus erythematosus (SLE); Impaired IL-1R1 signaling leading to Impaired T-Cell Dependent Antibody Response; Dysregulated prolonged Toll Like Receptor 9 (TLR9) activation leading to Multi Organ Failure involving Acute Respiratory Distress Syndrome (ARDS); Stimulation of TLR7/8 in dendric cells leading to Psoriatic skin disease; Stimulation of TLR7/8 in dendric cells leading to Psoriatic skin disease
ENSG00000010810	https://identifiers.org/aop.events/1884	Inhibition of Fyna	https://identifiers.org/aop.events/351; https://identifiers.org/aop.events/360	Decrease, Population growth rate; Increased Mortality	https://identifiers.org/aop/399	Inhibition of Fyna leading to increased mortality via decreased eye size (Microphthalmos)
ENSG00000012048	https://identifiers.org/aop.events/1980	Increased microRNA expression	https://identifiers.org/aop.events/1982	metastatic breast cancer	https://identifiers.org/aop/443	DNA damage and mutations leading to Metastatic Breast Cancer
ENSG00000013275	https://identifiers.org/aop.events/1647; https://identifiers.org/aop.events/593; https://identifiers.org/aop.events/584	GSK3beta inactivation; Inhibition, Ether-a-go-go (ERG) voltage-gated potassium channel ; Inhibition, sodium channel	https://identifiers.org/aop.events/351; https://identifiers.org/aop.events/360; https://identifiers.org/aop.events/592; https://identifiers.org/aop.events/587; https://identifiers.org/aop.events/588; https://identifiers.org/aop.events/591; https://identifiers.org/aop.events/592	Decrease, Population growth rate; Increased Mortality; Reduced, survival; Increased, amputations; Increased, predation; Reduced, feeding 1; Reduced, survival	https://identifiers.org/aop/410; https://identifiers.org/aop/95; https://identifiers.org/aop/91; https://identifiers.org/aop/93; https://identifiers.org/aop/94	GSK3beta inactivation leading to increased mortality via defects in developing inner ear; Ether-a-go-go (ERG) voltage-gated potassium channel inhibition leading to reduced survival; Sodium channel inhibition leading to congenital malformations; Sodium channel inhibition leading to reduced survival; sodium channel inhibition leading to increased predation
ENSG00000013364	https://identifiers.org/aop.events/1394	Induction, persistent proliferation/sustained proliferation	https://identifiers.org/aop.events/1395	Liver Cancer	https://identifiers.org/aop/220	Cyp2E1 Activation Leading to Liver Cancer
ENSG00000015475	https://identifiers.org/aop.events/1202; https://identifiers.org/aop.events/984	Suppression, IL-2 and IL-4 production; Impairment, T-cell dependent antibody response	https://identifiers.org/aop.events/984; https://identifiers.org/aop.events/984	Impairment, T-cell dependent antibody response; Impairment, T-cell dependent antibody response	https://identifiers.org/aop/154; https://identifiers.org/aop/154; https://identifiers.org/aop/277	Inhibition of Calcineurin Activity Leading to Impaired T-Cell Dependent Antibody Response; Impaired IL-1R1 signaling leading to Impaired T-Cell Dependent Antibody Response; Inhibition of Calcineurin Activity Leading to Impaired T-Cell Dependent Antibody Response
ENSG00000017483	https://identifiers.org/aop.events/373	Formation, Pro-mutagenic DNA Adducts	https://identifiers.org/aop.events/378	Tumorigenesis, Hepatocellular carcinoma	https://identifiers.org/aop/46	AFB1: Mutagenic Mode-of-Action leading to Hepatocellular Carcinoma (HCC)
ENSG00000017797	https://identifiers.org/aop.events/1393	Hepatocytotoxicity	https://identifiers.org/aop.events/1395	Liver Cancer	https://identifiers.org/aop/220	Cyp2E1 Activation Leading to Liver Cancer
ENSG00000019169	https://identifiers.org/aop.events/1495	Substance interaction with the lung resident cell membrane components	https://identifiers.org/aop.events/1443; https://identifiers.org/aop.events/1458; https://identifiers.org/aop.events/1670	Atherosclerosis; Lung cancer; Pulmonary fibrosis	https://identifiers.org/aop/173; https://identifiers.org/aop/237; https://identifiers.org/aop/451	Interaction with lung resident cell membrane components leads to lung cancer; Substance interaction with lung resident cell membrane components leading to atherosclerosis; Substance interaction with the pulmonary resident cell membrane components leading to pulmonary fibrosis
ENSG00000019991	https://identifiers.org/aop.events/1457; https://identifiers.org/aop.events/265	Induction, Epithelial Mesenchymal Transition; Activation, Stellate cells	https://identifiers.org/aop.events/1276; https://identifiers.org/aop.events/1458; https://identifiers.org/aop.events/1588; https://identifiers.org/aop.events/1982; https://identifiers.org/aop.events/344	Bronchiolitis obliterans; Lung fibrosis; Pulmonary fibrosis; metastatic breast cancer; N/A, Liver fibrosis	https://identifiers.org/aop/206; https://identifiers.org/aop/241; https://identifiers.org/aop/280; https://identifiers.org/aop/347; https://identifiers.org/aop/415; https://identifiers.org/aop/443; https://identifiers.org/aop/144; https://identifiers.org/aop/38; https://identifiers.org/aop/494	DNA damage and mutations leading to Metastatic Breast Cancer; Aryl hydrocarbon receptor activation leading to lung fibrosis through IL-6 toxicity pathway; Latent Transforming Growth Factor beta1 activation leads to pulmonary fibrosis; Peroxisome proliferator-activated receptors γ inactivation leading to lung fibrosis; Toll-like receptor 4 activation and peroxisome proliferator-activated receptor gamma inactivation leading to pulmonary fibrosis; α-diketone-induced bronchiolitis obliterans; AhR activation leading to liver fibrosis ; Endocytic lysosomal uptake leading to liver fibrosis; Protein Alkylation leading to Liver Fibrosis
ENSG00000023445	https://identifiers.org/aop.events/709	Increase, Cytotoxicity (renal tubular cell)	https://identifiers.org/aop.events/713; https://identifiers.org/aop.events/814	Increase, Adenomas/carcinomas (renal tubular); Occurrence, Kidney toxicity	https://identifiers.org/aop/105; https://identifiers.org/aop/256; https://identifiers.org/aop/257; https://identifiers.org/aop/258; https://identifiers.org/aop/437	Alpha2u-microglobulin cytotoxicity leading to renal tubular adenomas and carcinomas (in male rat); Inhibition of mitochondrial DNA polymerase gamma leading to kidney toxicity; Inhibition of mitochondrial electron transport chain (ETC) complexes leading to kidney toxicity; Receptor mediated endocytosis and lysosomal overload leading to kidney toxicity; Renal protein alkylation leading to kidney toxicity
ENSG00000023839	https://identifiers.org/aop.events/1214	Altered gene expression specific to CAR activation, Hepatocytes	https://identifiers.org/aop.events/719	Increase, hepatocellular adenomas and carcinomas	https://identifiers.org/aop/107	Constitutive androstane receptor activation leading to hepatocellular adenomas and carcinomas in the mouse and the rat
ENSG00000025423	https://identifiers.org/aop.events/1613	Decrease, dihydrotestosterone (DHT) level	https://identifiers.org/aop.events/1616; https://identifiers.org/aop.events/1688; https://identifiers.org/aop.events/360	Decrease, Population growth rate; Malformation, cryptorchidism - maldescended testis; anogenital distance (AGD), decreased	https://identifiers.org/aop/288; https://identifiers.org/aop/289; https://identifiers.org/aop/305; https://identifiers.org/aop/307	5α-reductase inhibition leading to short anogenital distance (AGD) in male (mammalian) offspring; Decreased testosterone synthesis leading to short anogenital distance (AGD) in male (mammalian) offspring; Inhibition of 17α-hydrolase/C 10,20-lyase (Cyp17A1) activity leads to birth reproductive defects (cryptorchidism) in male (mammals); Inhibition of 5α-reductase leading to impaired fecundity in female fish
ENSG00000025434	https://identifiers.org/aop.events/167	Activation, LXR	https://identifiers.org/aop.events/345; https://identifiers.org/aop.events/459	Increased, Liver Steatosis; N/A, Liver Steatosis	https://identifiers.org/aop/34; https://identifiers.org/aop/518; https://identifiers.org/aop/58	LXR activation leading to hepatic steatosis; Liver X Receptor (LXR) activation leads to liver steatosis; NR1I3 (CAR) suppression leading to hepatic steatosis
ENSG00000026025	https://identifiers.org/aop.events/1457; https://identifiers.org/aop.events/1982	Induction, Epithelial Mesenchymal Transition; metastatic breast cancer	https://identifiers.org/aop.events/1276; https://identifiers.org/aop.events/1458; https://identifiers.org/aop.events/1588; https://identifiers.org/aop.events/1982; https://identifiers.org/aop.events/1982	Bronchiolitis obliterans; Lung fibrosis; Pulmonary fibrosis; metastatic breast cancer; metastatic breast cancer	https://identifiers.org/aop/206; https://identifiers.org/aop/241; https://identifiers.org/aop/280; https://identifiers.org/aop/347; https://identifiers.org/aop/415; https://identifiers.org/aop/443; https://identifiers.org/aop/443	DNA damage and mutations leading to Metastatic Breast Cancer; Aryl hydrocarbon receptor activation leading to lung fibrosis through IL-6 toxicity pathway; Latent Transforming Growth Factor beta1 activation leads to pulmonary fibrosis; Peroxisome proliferator-activated receptors γ inactivation leading to lung fibrosis; Toll-like receptor 4 activation and peroxisome proliferator-activated receptor gamma inactivation leading to pulmonary fibrosis; α-diketone-induced bronchiolitis obliterans; DNA damage and mutations leading to Metastatic Breast Cancer
ENSG00000026103	https://identifiers.org/aop.events/116; https://identifiers.org/aop.events/89; https://identifiers.org/aop.events/264; https://identifiers.org/aop.events/167; https://identifiers.org/aop.events/66; https://identifiers.org/aop.events/258	Activation, FAS; Synthesis, De Novo FA; Activation, SREBP-1c; Activation, LXR; Activation, ChREBP; Activation, SCD-1	https://identifiers.org/aop.events/345; https://identifiers.org/aop.events/345; https://identifiers.org/aop.events/459; https://identifiers.org/aop.events/345; https://identifiers.org/aop.events/345; https://identifiers.org/aop.events/459; https://identifiers.org/aop.events/345; https://identifiers.org/aop.events/459; https://identifiers.org/aop.events/345	N/A, Liver Steatosis; Increased, Liver Steatosis; N/A, Liver Steatosis; N/A, Liver Steatosis; Increased, Liver Steatosis; N/A, Liver Steatosis; Increased, Liver Steatosis; N/A, Liver Steatosis; N/A, Liver Steatosis	https://identifiers.org/aop/34; https://identifiers.org/aop/34; https://identifiers.org/aop/518; https://identifiers.org/aop/34; https://identifiers.org/aop/34; https://identifiers.org/aop/518; https://identifiers.org/aop/58; https://identifiers.org/aop/34; https://identifiers.org/aop/58; https://identifiers.org/aop/34	LXR activation leading to hepatic steatosis; LXR activation leading to hepatic steatosis; Liver X Receptor (LXR) activation leads to liver steatosis; LXR activation leading to hepatic steatosis; LXR activation leading to hepatic steatosis; Liver X Receptor (LXR) activation leads to liver steatosis; NR1I3 (CAR) suppression leading to hepatic steatosis; LXR activation leading to hepatic steatosis; NR1I3 (CAR) suppression leading to hepatic steatosis; LXR activation leading to hepatic steatosis
ENSG00000028137	https://identifiers.org/aop.events/381	Reduced levels of BDNF	https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/352	Impairment, Learning and memory; N/A, Neurodegeneration	https://identifiers.org/aop/12; https://identifiers.org/aop/13; https://identifiers.org/aop/54	Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development induces impairment of learning and memory abilities; Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development leads to neurodegeneration with impairment in learning and memory in aging; Inhibition of Na+/I- symporter (NIS) leads to learning and memory impairment
ENSG00000031698	https://identifiers.org/aop.events/1841; https://identifiers.org/aop.events/352	Encephalitis; N/A, Neurodegeneration	https://identifiers.org/aop.events/1016; https://identifiers.org/aop.events/1348; https://identifiers.org/aop.events/1363; https://identifiers.org/aop.events/1841; https://identifiers.org/aop.events/350; https://identifiers.org/aop.events/637; https://identifiers.org/aop.events/896; https://identifiers.org/aop.events/1016; https://identifiers.org/aop.events/1348; https://identifiers.org/aop.events/1363; https://identifiers.org/aop.events/1583; https://identifiers.org/aop.events/1841; https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/350; https://identifiers.org/aop.events/351; https://identifiers.org/aop.events/352; https://identifiers.org/aop.events/637; https://identifiers.org/aop.events/896	Encephalitis; Increase, Mortality; Increase, seizure; Increased, epilepsy; Inhibition, Feeding; Parkinsonian motor deficits; impaired, Learning and memory; Encephalitis; Impairment, Learning and memory; Increase, Mortality; Increase, seizure; Increased Mortality; Increased, epilepsy; Inhibition, Feeding; N/A, Neurodegeneration; Parkinsonian motor deficits; Sensory axonal peripheral neuropathy; impaired, Learning and memory	https://identifiers.org/aop/374; https://identifiers.org/aop/471; https://identifiers.org/aop/12; https://identifiers.org/aop/281; https://identifiers.org/aop/374; https://identifiers.org/aop/450; https://identifiers.org/aop/471; https://identifiers.org/aop/48; https://identifiers.org/aop/500	Binding of Sars-CoV-2 spike protein to ACE 2 receptors expressed on brain cells (neuronal and non-neuronal) leads to neuroinflammation resulting in encephalitis; Various neuronal effects induced by elavl3, sox10, and mbp; Inhibition of AChE and activation of CYP2E1 leading to sensory axonal peripheral neuropathy and mortality; Acetylcholinesterase Inhibition Leading to Neurodegeneration; Activation of MEK-ERK1/2 leads to deficits in learning and cognition via ROS and apoptosis; Binding of Sars-CoV-2 spike protein to ACE 2 receptors expressed on brain cells (neuronal and non-neuronal) leads to neuroinflammation resulting in encephalitis; Binding of agonists to ionotropic glutamate receptors in adult brain causes excitotoxicity that mediates neuronal cell death, contributing to learning and memory impairment.; Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development leads to neurodegeneration with impairment in learning and memory in aging; Various neuronal effects induced by elavl3, sox10, and mbp
