Ensembl	KEid	KEtitle	AOid	AOtitle	AOPid	AOPtitle
ENSG00000180530	https://identifiers.org/aop.events/18	Activation, AhR	https://identifiers.org/aop.events/402	Cognitive Function, Decreased	https://identifiers.org/aop/458; https://identifiers.org/aop/459	AhR activation in the liver leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals; AhR activation in the thyroid leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals
ENSG00000181104	https://identifiers.org/aop.events/1656	Antagonism, Thyroid Receptor 	https://identifiers.org/aop.events/402	Cognitive Function, Decreased	https://identifiers.org/aop/300; https://identifiers.org/aop/485	Thyroid Receptor Antagonism and Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Thyroid hormone antagonism leading to impaired oligodendrocyte maturation during development and subsequent decreased cognition
ENSG00000182871	https://identifiers.org/aop.events/1841	Encephalitis	https://identifiers.org/aop.events/1348; https://identifiers.org/aop.events/1363; https://identifiers.org/aop.events/1841; https://identifiers.org/aop.events/896	Encephalitis; Increase, seizure; Increased, epilepsy; Parkinsonian motor deficits	https://identifiers.org/aop/374; https://identifiers.org/aop/471	Binding of Sars-CoV-2 spike protein to ACE 2 receptors expressed on brain cells (neuronal and non-neuronal) leads to neuroinflammation resulting in encephalitis; Various neuronal effects induced by elavl3, sox10, and mbp
ENSG00000183048	https://identifiers.org/aop.events/1846	Thrombosis and Disseminated Intravascular Coagulation	https://identifiers.org/aop.events/1875	Cerebrovascular disease (stroke)	https://identifiers.org/aop/395	Binding of Sars-CoV-2 spike protein to ACE 2 receptors expressed on pericytes leads to disseminated intravascular coagulation resulting in cerebrovascular disease (stroke)
ENSG00000183454	https://identifiers.org/aop.events/618	Decreased, Neuronal network function in adult brain	https://identifiers.org/aop.events/1348; https://identifiers.org/aop.events/1363; https://identifiers.org/aop.events/1583; https://identifiers.org/aop.events/1841; https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/896	Encephalitis; Impairment, Learning and memory; Increase, seizure; Increased, epilepsy; Parkinsonian motor deficits; Sensory axonal peripheral neuropathy	https://identifiers.org/aop/450; https://identifiers.org/aop/471; https://identifiers.org/aop/48	Inhibition of AChE and activation of CYP2E1 leading to sensory axonal peripheral neuropathy and mortality; Binding of agonists to ionotropic glutamate receptors in adult brain causes excitotoxicity that mediates neuronal cell death, contributing to learning and memory impairment.; Various neuronal effects induced by elavl3, sox10, and mbp
ENSG00000184012	https://identifiers.org/aop.events/1738	SARS-CoV-2 cell entry 	https://identifiers.org/aop.events/1875	Cerebrovascular disease (stroke)	https://identifiers.org/aop/395	Binding of Sars-CoV-2 spike protein to ACE 2 receptors expressed on pericytes leads to disseminated intravascular coagulation resulting in cerebrovascular disease (stroke)
ENSG00000184260	https://identifiers.org/aop.events/1502; https://identifiers.org/aop.events/1503	Histone deacetylase inhibition; Histone acetylation, increase	https://identifiers.org/aop.events/1561; https://identifiers.org/aop.events/1561	Neural tube defects; Neural tube defects	https://identifiers.org/aop/275; https://identifiers.org/aop/449; https://identifiers.org/aop/275	Ceramide synthase inhibition leading to neural tube defects ; Histone deacetylase inhibition leads to neural tube defects; Histone deacetylase inhibition leads to neural tube defects
ENSG00000184470	https://identifiers.org/aop.events/1656	Antagonism, Thyroid Receptor 	https://identifiers.org/aop.events/402	Cognitive Function, Decreased	https://identifiers.org/aop/300; https://identifiers.org/aop/485	Thyroid Receptor Antagonism and Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Thyroid hormone antagonism leading to impaired oligodendrocyte maturation during development and subsequent decreased cognition
ENSG00000184613	https://identifiers.org/aop.events/1738	SARS-CoV-2 cell entry 	https://identifiers.org/aop.events/1875	Cerebrovascular disease (stroke)	https://identifiers.org/aop/395	Binding of Sars-CoV-2 spike protein to ACE 2 receptors expressed on pericytes leads to disseminated intravascular coagulation resulting in cerebrovascular disease (stroke)
ENSG00000184678	https://identifiers.org/aop.events/1502; https://identifiers.org/aop.events/1503	Histone deacetylase inhibition; Histone acetylation, increase	https://identifiers.org/aop.events/1561; https://identifiers.org/aop.events/1561	Neural tube defects; Neural tube defects	https://identifiers.org/aop/275; https://identifiers.org/aop/449; https://identifiers.org/aop/275	Ceramide synthase inhibition leading to neural tube defects ; Histone deacetylase inhibition leads to neural tube defects; Histone deacetylase inhibition leads to neural tube defects
ENSG00000185344	https://identifiers.org/aop.events/1738	SARS-CoV-2 cell entry 	https://identifiers.org/aop.events/1875	Cerebrovascular disease (stroke)	https://identifiers.org/aop/395	Binding of Sars-CoV-2 spike protein to ACE 2 receptors expressed on pericytes leads to disseminated intravascular coagulation resulting in cerebrovascular disease (stroke)
ENSG00000185739	https://identifiers.org/aop.events/958	Displacement, Serum thyroxine (T4) from transthyretin	https://identifiers.org/aop.events/402	Cognitive Function, Decreased	https://identifiers.org/aop/152	Interference with thyroid serum binding protein transthyretin and subsequent adverse human neurodevelopmental toxicity
ENSG00000187079	https://identifiers.org/aop.events/1974	Activation of Tumor Protein 53	https://identifiers.org/aop.events/1978	Increase risk, microcephaly	https://identifiers.org/aop/441	Ionizing radiation-induced DNA damage leads to microcephaly via apoptosis and premature cell differentiation
ENSG00000187094	https://identifiers.org/aop.events/383	Reduced, Presynaptic release of glutamate	https://identifiers.org/aop.events/341	Impairment, Learning and memory	https://identifiers.org/aop/13	Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development induces impairment of learning and memory abilities
ENSG00000188486	https://identifiers.org/aop.events/55	Cell injury/death	https://identifiers.org/aop.events/2121; https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/352	Impairment, Learning and memory; N/A, Neurodegeneration; decreased, Intellectual Quotient	https://identifiers.org/aop/12; https://identifiers.org/aop/13; https://identifiers.org/aop/17; https://identifiers.org/aop/281; https://identifiers.org/aop/48; https://identifiers.org/aop/490	Acetylcholinesterase Inhibition Leading to Neurodegeneration; Binding of agonists to ionotropic glutamate receptors in adult brain causes excitotoxicity that mediates neuronal cell death, contributing to learning and memory impairment.; Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress during brain development leads to impairment of learning and memory; Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development induces impairment of learning and memory abilities; Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development leads to neurodegeneration with impairment in learning and memory in aging; Co-activation of IP3R and RyR leads to economic burden through reduced IQ and non-cholinergic mechanisms
ENSG00000188566	https://identifiers.org/aop.events/195; https://identifiers.org/aop.events/875; https://identifiers.org/aop.events/201; https://identifiers.org/aop.events/386	Inhibition, NMDARs; Binding of agonist, Ionotropic glutamate receptors; Binding of antagonist, NMDA receptors; Decrease of neuronal network function	https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/352; https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/352; https://identifiers.org/aop.events/1941; https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/402	Impairment, Learning and memory; N/A, Neurodegeneration; Impairment, Learning and memory; Impairment, Learning and memory; N/A, Neurodegeneration; Cognitive Function, Decreased ; Impairment, Learning and memory; Memory Loss	https://identifiers.org/aop/12; https://identifiers.org/aop/13; https://identifiers.org/aop/475; https://identifiers.org/aop/48; https://identifiers.org/aop/12; https://identifiers.org/aop/13; https://identifiers.org/aop/13; https://identifiers.org/aop/17; https://identifiers.org/aop/405; https://identifiers.org/aop/429; https://identifiers.org/aop/475; https://identifiers.org/aop/54	Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development induces impairment of learning and memory abilities; Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development leads to neurodegeneration with impairment in learning and memory in aging; Binding of agonists to ionotropic glutamate receptors in adult brain causes excitotoxicity that mediates neuronal cell death, contributing to learning and memory impairment.; Binding of chemicals to ionotropic glutamate receptors leads to impairment of learning and memory via loss of drebrin from dendritic spines of neurons; Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development induces impairment of learning and memory abilities; Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development leads to neurodegeneration with impairment in learning and memory in aging; A cholesterol/glucose dysmetabolism initiated Tau-driven AOP toward memory loss (AO) in sporadic Alzheimer's Disease with plausible MIE's plug-ins for environmental neurotoxicants; Binding of chemicals to ionotropic glutamate receptors leads to impairment of learning and memory via loss of drebrin from dendritic spines of neurons; Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress during brain development leads to impairment of learning and memory; Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development induces impairment of learning and memory abilities; Inhibition of Na+/I- symporter (NIS) leads to learning and memory impairment ; Organo-Phosphate Chemicals induced inhibition of AChE  leading to impaired cognitive function
ENSG00000189056	https://identifiers.org/aop.events/1846; https://identifiers.org/aop.events/851	Thrombosis and Disseminated Intravascular Coagulation; Decrease of GABAergic interneurons	https://identifiers.org/aop.events/1875; https://identifiers.org/aop.events/341	Cerebrovascular disease (stroke); Impairment, Learning and memory	https://identifiers.org/aop/395; https://identifiers.org/aop/54	Binding of Sars-CoV-2 spike protein to ACE 2 receptors expressed on pericytes leads to disseminated intravascular coagulation resulting in cerebrovascular disease (stroke); Inhibition of Na+/I- symporter (NIS) leads to learning and memory impairment
ENSG00000196415	https://identifiers.org/aop.events/281	 Thyroxine (T4) in serum, Decreased	https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/402	Cognitive Function, Decreased ; Impairment, Learning and memory	https://identifiers.org/aop/134; https://identifiers.org/aop/152; https://identifiers.org/aop/42; https://identifiers.org/aop/458; https://identifiers.org/aop/459; https://identifiers.org/aop/54; https://identifiers.org/aop/65	AhR activation in the liver leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals; AhR activation in the thyroid leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Inhibition of Na+/I- symporter (NIS) leads to learning and memory impairment ; Inhibition of Thyroperoxidase and Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Interference with thyroid serum binding protein transthyretin and subsequent adverse human neurodevelopmental toxicity ; Sodium Iodide Symporter (NIS) Inhibition and Subsequent Adverse Neurodevelopmental Outcomes in Mammals; XX Inhibition of Sodium Iodide Symporter and Subsequent Adverse Neurodevelopmental Outcomes in Mammals
ENSG00000197122	https://identifiers.org/aop.events/18	Activation, AhR	https://identifiers.org/aop.events/402	Cognitive Function, Decreased	https://identifiers.org/aop/458; https://identifiers.org/aop/459	AhR activation in the liver leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals; AhR activation in the thyroid leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals
ENSG00000197406	https://identifiers.org/aop.events/280	Thyroxine (T4) in neuronal tissue, Decreased 	https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/402	Cognitive Function, Decreased ; Impairment, Learning and memory	https://identifiers.org/aop/134; https://identifiers.org/aop/152; https://identifiers.org/aop/42; https://identifiers.org/aop/458; https://identifiers.org/aop/459; https://identifiers.org/aop/54; https://identifiers.org/aop/65	AhR activation in the liver leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals; AhR activation in the thyroid leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Inhibition of Na+/I- symporter (NIS) leads to learning and memory impairment ; Inhibition of Thyroperoxidase and Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Interference with thyroid serum binding protein transthyretin and subsequent adverse human neurodevelopmental toxicity ; Sodium Iodide Symporter (NIS) Inhibition and Subsequent Adverse Neurodevelopmental Outcomes in Mammals; XX Inhibition of Sodium Iodide Symporter and Subsequent Adverse Neurodevelopmental Outcomes in Mammals
ENSG00000197408	https://identifiers.org/aop.events/958; https://identifiers.org/aop.events/961	Displacement, Serum thyroxine (T4) from transthyretin; Increased, Clearance of thyroxine from serum	https://identifiers.org/aop.events/402; https://identifiers.org/aop.events/402	Cognitive Function, Decreased; Cognitive Function, Decreased	https://identifiers.org/aop/152; https://identifiers.org/aop/152; https://identifiers.org/aop/458	Interference with thyroid serum binding protein transthyretin and subsequent adverse human neurodevelopmental toxicity; AhR activation in the liver leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Interference with thyroid serum binding protein transthyretin and subsequent adverse human neurodevelopmental toxicity
ENSG00000197838	https://identifiers.org/aop.events/18	Activation, AhR	https://identifiers.org/aop.events/402	Cognitive Function, Decreased	https://identifiers.org/aop/458; https://identifiers.org/aop/459	AhR activation in the liver leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals; AhR activation in the thyroid leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals
ENSG00000198077	https://identifiers.org/aop.events/18	Activation, AhR	https://identifiers.org/aop.events/402	Cognitive Function, Decreased	https://identifiers.org/aop/458; https://identifiers.org/aop/459	AhR activation in the liver leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals; AhR activation in the thyroid leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals
ENSG00000198125	https://identifiers.org/aop.events/1974	Activation of Tumor Protein 53	https://identifiers.org/aop.events/1978	Increase risk, microcephaly	https://identifiers.org/aop/441	Ionizing radiation-induced DNA damage leads to microcephaly via apoptosis and premature cell differentiation
ENSG00000198695	https://identifiers.org/aop.events/888	Binding of inhibitor, NADH-ubiquinone oxidoreductase (complex I)	https://identifiers.org/aop.events/896	Parkinsonian motor deficits	https://identifiers.org/aop/3	Inhibition of the mitochondrial complex I of nigro-striatal neurons leads to parkinsonian motor deficits
ENSG00000198763	https://identifiers.org/aop.events/888	Binding of inhibitor, NADH-ubiquinone oxidoreductase (complex I)	https://identifiers.org/aop.events/896	Parkinsonian motor deficits	https://identifiers.org/aop/3	Inhibition of the mitochondrial complex I of nigro-striatal neurons leads to parkinsonian motor deficits
ENSG00000198786	https://identifiers.org/aop.events/888	Binding of inhibitor, NADH-ubiquinone oxidoreductase (complex I)	https://identifiers.org/aop.events/896	Parkinsonian motor deficits	https://identifiers.org/aop/3	Inhibition of the mitochondrial complex I of nigro-striatal neurons leads to parkinsonian motor deficits
ENSG00000198840	https://identifiers.org/aop.events/888	Binding of inhibitor, NADH-ubiquinone oxidoreductase (complex I)	https://identifiers.org/aop.events/896	Parkinsonian motor deficits	https://identifiers.org/aop/3	Inhibition of the mitochondrial complex I of nigro-striatal neurons leads to parkinsonian motor deficits
ENSG00000198886	https://identifiers.org/aop.events/888	Binding of inhibitor, NADH-ubiquinone oxidoreductase (complex I)	https://identifiers.org/aop.events/896	Parkinsonian motor deficits	https://identifiers.org/aop/3	Inhibition of the mitochondrial complex I of nigro-striatal neurons leads to parkinsonian motor deficits
ENSG00000198888	https://identifiers.org/aop.events/888	Binding of inhibitor, NADH-ubiquinone oxidoreductase (complex I)	https://identifiers.org/aop.events/896	Parkinsonian motor deficits	https://identifiers.org/aop/3	Inhibition of the mitochondrial complex I of nigro-striatal neurons leads to parkinsonian motor deficits
ENSG00000203811	https://identifiers.org/aop.events/1502; https://identifiers.org/aop.events/1503	Histone deacetylase inhibition; Histone acetylation, increase	https://identifiers.org/aop.events/1561; https://identifiers.org/aop.events/1561	Neural tube defects; Neural tube defects	https://identifiers.org/aop/275; https://identifiers.org/aop/449; https://identifiers.org/aop/275	Ceramide synthase inhibition leading to neural tube defects ; Histone deacetylase inhibition leads to neural tube defects; Histone deacetylase inhibition leads to neural tube defects
ENSG00000211448	https://identifiers.org/aop.events/280; https://identifiers.org/aop.events/277	Thyroxine (T4) in neuronal tissue, Decreased ; Thyroid hormone synthesis, Decreased	https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/402; https://identifiers.org/aop.events/1348; https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/402	Cognitive Function, Decreased ; Impairment, Learning and memory; Cognitive Function, Decreased ; Impairment, Learning and memory; Increase, seizure	https://identifiers.org/aop/134; https://identifiers.org/aop/152; https://identifiers.org/aop/42; https://identifiers.org/aop/458; https://identifiers.org/aop/459; https://identifiers.org/aop/54; https://identifiers.org/aop/65; https://identifiers.org/aop/134; https://identifiers.org/aop/402; https://identifiers.org/aop/42; https://identifiers.org/aop/459; https://identifiers.org/aop/54; https://identifiers.org/aop/65	AhR activation in the liver leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals; AhR activation in the thyroid leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Inhibition of Na+/I- symporter (NIS) leads to learning and memory impairment ; Inhibition of Thyroperoxidase and Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Interference with thyroid serum binding protein transthyretin and subsequent adverse human neurodevelopmental toxicity ; Sodium Iodide Symporter (NIS) Inhibition and Subsequent Adverse Neurodevelopmental Outcomes in Mammals; XX Inhibition of Sodium Iodide Symporter and Subsequent Adverse Neurodevelopmental Outcomes in Mammals; AhR activation in the thyroid leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Inhibition of Na+/I- symporter (NIS) leads to learning and memory impairment ; Inhibition of Thyroperoxidase and Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Sodium Iodide Symporter (NIS) Inhibition and Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Thyroid peroxidase (TPO) inhibition leads to periventricular heterotopia formation in the developing rat brain; XX Inhibition of Sodium Iodide Symporter and Subsequent Adverse Neurodevelopmental Outcomes in Mammals
ENSG00000211452	https://identifiers.org/aop.events/277	Thyroid hormone synthesis, Decreased	https://identifiers.org/aop.events/1348; https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/402	Cognitive Function, Decreased ; Impairment, Learning and memory; Increase, seizure	https://identifiers.org/aop/134; https://identifiers.org/aop/402; https://identifiers.org/aop/42; https://identifiers.org/aop/459; https://identifiers.org/aop/54; https://identifiers.org/aop/65	AhR activation in the thyroid leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Inhibition of Na+/I- symporter (NIS) leads to learning and memory impairment ; Inhibition of Thyroperoxidase and Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Sodium Iodide Symporter (NIS) Inhibition and Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Thyroid peroxidase (TPO) inhibition leads to periventricular heterotopia formation in the developing rat brain; XX Inhibition of Sodium Iodide Symporter and Subsequent Adverse Neurodevelopmental Outcomes in Mammals
ENSG00000211918	https://identifiers.org/aop.events/896; https://identifiers.org/aop.events/890; https://identifiers.org/aop.events/961	Parkinsonian motor deficits; Degeneration of dopaminergic neurons of the nigrostriatal pathway; Increased, Clearance of thyroxine from serum	https://identifiers.org/aop.events/1348; https://identifiers.org/aop.events/1363; https://identifiers.org/aop.events/1841; https://identifiers.org/aop.events/896; https://identifiers.org/aop.events/1348; https://identifiers.org/aop.events/1363; https://identifiers.org/aop.events/1841; https://identifiers.org/aop.events/896; https://identifiers.org/aop.events/402	Encephalitis; Increase, seizure; Increased, epilepsy; Parkinsonian motor deficits; Encephalitis; Increase, seizure; Increased, epilepsy; Parkinsonian motor deficits; Cognitive Function, Decreased	https://identifiers.org/aop/3; https://identifiers.org/aop/464; https://identifiers.org/aop/471; https://identifiers.org/aop/3; https://identifiers.org/aop/471; https://identifiers.org/aop/152; https://identifiers.org/aop/458	Calcium overload in dopaminergic neurons of the substantia nigra leading to parkinsonian motor deficits; Inhibition of the mitochondrial complex I of nigro-striatal neurons leads to parkinsonian motor deficits; Various neuronal effects induced by elavl3, sox10, and mbp; Inhibition of the mitochondrial complex I of nigro-striatal neurons leads to parkinsonian motor deficits; Various neuronal effects induced by elavl3, sox10, and mbp; AhR activation in the liver leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Interference with thyroid serum binding protein transthyretin and subsequent adverse human neurodevelopmental toxicity
ENSG00000212907	https://identifiers.org/aop.events/888	Binding of inhibitor, NADH-ubiquinone oxidoreductase (complex I)	https://identifiers.org/aop.events/896	Parkinsonian motor deficits	https://identifiers.org/aop/3	Inhibition of the mitochondrial complex I of nigro-striatal neurons leads to parkinsonian motor deficits
ENSG00000213658	https://identifiers.org/aop.events/960	Increased, Uptake of thyroxine into tissue	https://identifiers.org/aop.events/402	Cognitive Function, Decreased	https://identifiers.org/aop/152	Interference with thyroid serum binding protein transthyretin and subsequent adverse human neurodevelopmental toxicity
ENSG00000213927	https://identifiers.org/aop.events/889	Impaired, Proteostasis	https://identifiers.org/aop.events/896	Parkinsonian motor deficits	https://identifiers.org/aop/3	Inhibition of the mitochondrial complex I of nigro-striatal neurons leads to parkinsonian motor deficits
ENSG00000224389	https://identifiers.org/aop.events/186	Altered, Neuroanatomy	https://identifiers.org/aop.events/402	Cognitive Function, Decreased	https://identifiers.org/aop/65	XX Inhibition of Sodium Iodide Symporter and Subsequent Adverse Neurodevelopmental Outcomes in Mammals
ENSG00000227877	https://identifiers.org/aop.events/188; https://identifiers.org/aop.events/1492; https://identifiers.org/aop.events/1602; https://identifiers.org/aop.events/1493; https://identifiers.org/aop.events/2097	Neuroinflammation; Tissue resident cell activation; Activation, Muscarinic Acetylcholine Receptors; Increased Pro-inflammatory mediators; Increase, Pro-Inflammatory Mediators	https://identifiers.org/aop.events/1348; https://identifiers.org/aop.events/1363; https://identifiers.org/aop.events/1841; https://identifiers.org/aop.events/1941; https://identifiers.org/aop.events/2121; https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/352; https://identifiers.org/aop.events/896; https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/352; https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/341	Encephalitis; Impairment, Learning and memory; Increase, seizure; Increased, epilepsy; Memory Loss; N/A, Neurodegeneration; Parkinsonian motor deficits; decreased, Intellectual Quotient; Impairment, Learning and memory; N/A, Neurodegeneration; Impairment, Learning and memory; Impairment, Learning and memory	https://identifiers.org/aop/12; https://identifiers.org/aop/17; https://identifiers.org/aop/3; https://identifiers.org/aop/374; https://identifiers.org/aop/429; https://identifiers.org/aop/471; https://identifiers.org/aop/48; https://identifiers.org/aop/490; https://identifiers.org/aop/17; https://identifiers.org/aop/483; https://identifiers.org/aop/281; https://identifiers.org/aop/17; https://identifiers.org/aop/483	A cholesterol/glucose dysmetabolism initiated Tau-driven AOP toward memory loss (AO) in sporadic Alzheimer's Disease with plausible MIE's plug-ins for environmental neurotoxicants; Binding of Sars-CoV-2 spike protein to ACE 2 receptors expressed on brain cells (neuronal and non-neuronal) leads to neuroinflammation resulting in encephalitis; Binding of agonists to ionotropic glutamate receptors in adult brain causes excitotoxicity that mediates neuronal cell death, contributing to learning and memory impairment.; Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress during brain development leads to impairment of learning and memory; Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development leads to neurodegeneration with impairment in learning and memory in aging; Co-activation of IP3R and RyR leads to economic burden through reduced IQ and non-cholinergic mechanisms; Inhibition of the mitochondrial complex I of nigro-striatal neurons leads to parkinsonian motor deficits; Various neuronal effects induced by elavl3, sox10, and mbp; Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress during brain development leads to impairment of learning and memory; Deposition of Energy Leading to Learning and Memory Impairment; Acetylcholinesterase Inhibition Leading to Neurodegeneration; Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress during brain development leads to impairment of learning and memory; Deposition of Energy Leading to Learning and Memory Impairment
ENSG00000228750	https://identifiers.org/aop.events/1488	Glutamate dyshomeostasis	https://identifiers.org/aop.events/341	Impairment, Learning and memory	https://identifiers.org/aop/17	Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress during brain development leads to impairment of learning and memory
ENSG00000229150	https://identifiers.org/aop.events/1493; https://identifiers.org/aop.events/2097	Increased Pro-inflammatory mediators; Increase, Pro-Inflammatory Mediators	https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/341	Impairment, Learning and memory; Impairment, Learning and memory	https://identifiers.org/aop/17; https://identifiers.org/aop/483	Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress during brain development leads to impairment of learning and memory; Deposition of Energy Leading to Learning and Memory Impairment
ENSG00000232810	https://identifiers.org/aop.events/188; https://identifiers.org/aop.events/55; https://identifiers.org/aop.events/1492	Neuroinflammation; Cell injury/death; Tissue resident cell activation	https://identifiers.org/aop.events/1348; https://identifiers.org/aop.events/1363; https://identifiers.org/aop.events/1841; https://identifiers.org/aop.events/1941; https://identifiers.org/aop.events/2121; https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/352; https://identifiers.org/aop.events/896; https://identifiers.org/aop.events/2121; https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/352; https://identifiers.org/aop.events/341	Encephalitis; Impairment, Learning and memory; Increase, seizure; Increased, epilepsy; Memory Loss; N/A, Neurodegeneration; Parkinsonian motor deficits; decreased, Intellectual Quotient; Impairment, Learning and memory; N/A, Neurodegeneration; decreased, Intellectual Quotient; Impairment, Learning and memory	https://identifiers.org/aop/12; https://identifiers.org/aop/17; https://identifiers.org/aop/3; https://identifiers.org/aop/374; https://identifiers.org/aop/429; https://identifiers.org/aop/471; https://identifiers.org/aop/48; https://identifiers.org/aop/490; https://identifiers.org/aop/12; https://identifiers.org/aop/13; https://identifiers.org/aop/17; https://identifiers.org/aop/281; https://identifiers.org/aop/48; https://identifiers.org/aop/490; https://identifiers.org/aop/17; https://identifiers.org/aop/483	A cholesterol/glucose dysmetabolism initiated Tau-driven AOP toward memory loss (AO) in sporadic Alzheimer's Disease with plausible MIE's plug-ins for environmental neurotoxicants; Binding of Sars-CoV-2 spike protein to ACE 2 receptors expressed on brain cells (neuronal and non-neuronal) leads to neuroinflammation resulting in encephalitis; Binding of agonists to ionotropic glutamate receptors in adult brain causes excitotoxicity that mediates neuronal cell death, contributing to learning and memory impairment.; Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress during brain development leads to impairment of learning and memory; Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development leads to neurodegeneration with impairment in learning and memory in aging; Co-activation of IP3R and RyR leads to economic burden through reduced IQ and non-cholinergic mechanisms; Inhibition of the mitochondrial complex I of nigro-striatal neurons leads to parkinsonian motor deficits; Various neuronal effects induced by elavl3, sox10, and mbp; Acetylcholinesterase Inhibition Leading to Neurodegeneration; Binding of agonists to ionotropic glutamate receptors in adult brain causes excitotoxicity that mediates neuronal cell death, contributing to learning and memory impairment.; Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress during brain development leads to impairment of learning and memory; Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development induces impairment of learning and memory abilities; Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development leads to neurodegeneration with impairment in learning and memory in aging; Co-activation of IP3R and RyR leads to economic burden through reduced IQ and non-cholinergic mechanisms; Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress during brain development leads to impairment of learning and memory; Deposition of Energy Leading to Learning and Memory Impairment
ENSG00000241635	https://identifiers.org/aop.events/961	Increased, Clearance of thyroxine from serum	https://identifiers.org/aop.events/402	Cognitive Function, Decreased	https://identifiers.org/aop/152; https://identifiers.org/aop/458	AhR activation in the liver leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Interference with thyroid serum binding protein transthyretin and subsequent adverse human neurodevelopmental toxicity
